reg|fecha|Sexo|Edad|entra|codcol|colegio|Inicial|Primaria|Secundaria|directiva|p5_1|depto|muni1|muni2|muni3|muni4|muni5|muni0|p7_1|p7_2|p7_3|p7_4|p7_5|p7_6|p7_7|p7_8|p7_9|p7_10|p7_11|p7_12|p7_13|p7_14|p7_15|p8_1|p8_2|p8_3|p8_4|p8_5|p8_6|p9_1|p9_2|p9_3|p9_4|p9_5|p10_1|p10_2|p10_3|p10_4|p10_5|p10_6|p10_7|p10_8|p10_9|p10_10|p10_11|p10_12|p10_13|p11_1|p11_2|p11_3|p11_4|p11_5|p11_6|p11_7|p11_8|p12_1|p12_2|p12_3|p13_1|p13_2|p13_3|p13_4|p13_5|p14|p15_1|p15_2|p15_3|p15_4|p15_5|p15_6|p15_7|p15_8|p15_9|p16_1|p16_2|p16_3|p16_4|p16_5|p16_6|p16_7|p16_8|p16_9|p17|p18_1|p18_2|p18_3|p18_4|p18_5|p18_6|p18_7|p18_8|p18_9|p18_10|p18_11|p19|p20|P14_1|P14_2|P14_3|P14_4|P14_5|P17_1|P17_2|P17_3|P19_1|P19_2|P19_3|P20_1|donante|cono1|cono1_a|cono1_b|rp15_3|rp15_6|rp15_7|rp15_8|rp15_9|acti1|acti1_a|rp16_1|rp16_2|rp16_3|rp16_4|rp16_5|rp16_6|rp16_7|rp16_8|rp16_9|rp18_1|rp18_2|rp18_3|rp18_4|rp18_5|rp18_6|rp18_7|rp18_8|rp18_9|rp18_10|rp18_11|practi1|practi1_a|practi1_b|ESTADO CAP
63|23-Jun-21|Mujer|47|1|Branko Petricevic|branko petricevic A|1|2|1|presidente|1|Cochabamba|0|30101. Cochabamba (Cercado)|0|0|0|Cochabamba|Prevención de la violencia hacía los niños, niñas y adolescentes|#NULL!|6|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|Sí|Sí|Sí|No|Sí|Sí|Sí|Sí|No|Apodos o chistes ofensivos|2|3|5|6|9|#NULL!|10|11|12|#NULL!|#NULL!|#NULL!|Maestro o Maestra|2|3|4|6|7|#NULL!|#NULL!|Sí|Sí|No|Verdadero|Verdadero|Falso|Verdadero|Falso|#NULL!|Muy en desacuerdo|Muy en desacuerdo|Más o menos de acuerdo|Muy en desacuerdo|De acuerdo|Muy de acuerdo|Más o menos de acuerdo|Más o menos de acuerdo|Más o menos de acuerdo|Algunas veces|Siempre|Siempre|Siempre|Siempre|Siempre|Algunas veces|Algunas veces|Siempre|#NULL!|Siempre|Siempre|Algunas veces|Algunas veces|Siempre|Algunas veces|Algunas veces|Siempre|Algunas veces|Algunas veces|Algunas veces|Denunciar a las autoridades del establecimiento del proceder de maestro|Conocer el buen vivir dentro la unidad educativa para la buena convivencia|Timidez/Vergonzoso|5|0|0|0|Averiguar/denunciar en el Colegio|8|0|Denunciar en el Colegio/ Dirección|0|0|N/A|F Globales|32|71.111111|Alto|3|1|3|3|3|44.444444|Intermedia|2|3|3|3|3|3|2|2|3|0|3|2|2|3|2|2|3|2|2|2|33|49.253731|Más o menos adecuadas|Inicial
64|25-Jun-21|Hombre|47|1|El Carmen|"Unidad Educativa ""El Carmen"""|0|2|0|Base|96|Cochabamba|0|31204. Chimore|0|0|0|Chimore|Prevención de la violencia hacía los niños, niñas y adolescentes|#NULL!|2|3|4|#NULL!|5|6|#NULL!|7|8|9|10|11|12|No|No|Sí|Sí|Sí|No|Sí|Sí|Sí|Sí|Sí|Apodos o chistes ofensivos|2|3|4|5|6|7|8|9|#NULL!|10|11|12|Maestro o Maestra|2|3|4|5|6|7|8|Sí|Sí|Sí|Verdadero|Verdadero|Falso|Verdadero|Falso|#NULL!|Muy de acuerdo|Muy de acuerdo|Muy en desacuerdo|Muy de acuerdo|Muy de acuerdo|Muy en desacuerdo|Muy en desacuerdo|Muy en desacuerdo|Muy en desacuerdo|Algunas veces|Siempre|Siempre|Siempre|Siempre|Siempre|Algunas veces|Algunas veces|Siempre|#NULL!|Nunca|Siempre|Siempre|Algunas veces|Algunas veces|Algunas veces|Algunas veces|Nunca|Algunas veces|Nunca|Nunca|Tiene que hablar con el director, llamar la atención al maestro, cambia su forma de ser, que en los posteriores que no pase esas cosas.|0|Timidez/Vergonzoso|5|8|0|0|NA|0|0|Denunciar en el Colegio/ Dirección|6|0|NS/NR|KOICA|38|84.444444|Muy alto|5|5|5|5|5|100|Altamente positiva|2|3|3|3|3|3|2|2|3|0|3|3|2|2|2|2|1|2|1|1|38|56.716418|Más o menos adecuadas|Inicial
65|27-Jun-21|Mujer|41|1|Técnico Humanístico Evo Morales Ayma A (THEMA)|Colegio THEMA|0|0|1|Vice presidente|2|Cochabamba|0|31602. Shinahota|0|0|0|Shinahota|Prevención de la violencia hacía los niños, niñas y adolescentes|#NULL!|6|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|No|Sí|Sí|No|Sí|Sí|Sí|Sí|Sí|Insultos|3|5|6|9|#NULL!|11|12|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Maestro o Maestra|3|4|6|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|Sí|Falso|Verdadero|Falso|Verdadero|Falso|#NULL!|De acuerdo|Muy de acuerdo|En desacuerdo|Muy de acuerdo|Más o menos de acuerdo|De acuerdo|Más o menos de acuerdo|De acuerdo|En desacuerdo|Algunas veces|Algunas veces|Siempre|Nunca|Algunas veces|Siempre|Algunas veces|Algunas veces|Nunca|#NULL!|Algunas veces|Algunas veces|Siempre|Algunas veces|Algunas veces|Siempre|Algunas veces|Algunas veces|Nunca|Algunas veces|Siempre|Dependiendo al caso si es de gravedad o no para dar parte a las autoridad corespondientes|0|Cambio actitud/ humor|0|0|0|0|Acudir a las Autoridades|0|0|Denunciar / Denunciar a Instancias correspondientes|7|0|NS/NR|Canada|29|64.444444|Alto|4|2|3|2|4|71.111111|Positiva|2|2|3|1|2|3|2|2|1|0|2|3|2|2|3|2|2|1|2|3|41|61.19403|Adecuadas|Inicial
66|28-Jun-21|Hombre|50|1|San Martín|San Martín de Porres II|1|1|1|Presidente|1|Santa Cruz|0|0|0|0|70101. Santa Cruz de la Sierra|Santa Cruz de la Sierra|Prevención de la violencia hacía los niños, niñas y adolescentes|#NULL!|6|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|Sí|Sí|Sí|No|Sí|Sí|Sí|Sí|Sí|Apodos o chistes ofensivos|2|3|4|5|6|7|8|9|#NULL!|10|11|12|Maestro o Maestra|3|4|5|6|8|#NULL!|#NULL!|Sí|Sí|Sí|Verdadero|Falso|Falso|Verdadero|Falso|#NULL!|Muy de acuerdo|Muy de acuerdo|Muy en desacuerdo|Muy de acuerdo|Muy de acuerdo|Muy en desacuerdo|En desacuerdo|En desacuerdo|Más o menos de acuerdo|Algunas veces|Algunas veces|Siempre|Siempre|Siempre|Siempre|Siempre|Algunas veces|Siempre|#NULL!|Siempre|Algunas veces|Siempre|Algunas veces|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|En primera instancia comunicar a la Directora, hablar luego con la profesora y saber porqué  agredió al estudiante.|Se dan charlas de capacitación a los padres de familia.|Timidez/Vergonzoso|3|4|6|8|Proceso Judicial / Busco Justicia|0|0|Buscar dialogo/ Habla con Maestro|2|0|Talleres sobre Bulling/ violencia|NC Canada|41|91.111111|Muy alto|5|5|4|4|3|91.111111|Altamente positiva|2|2|3|3|3|3|3|2|3|0|2|3|2|3|3|3|3|3|3|3|29|43.283582|Más o menos adecuadas|Inicial
67|1-Jul-21|Mujer|43|1|Cobija|Unidad Educativa Cobija|2|1|1|Presidente de la junta escolar|1|Cochabamba|0|30101. Cochabamba (Cercado)|0|0|0|Cochabamba|Prevención de la violencia hacía los niños, niñas y adolescentes|#NULL!|6|#NULL!|8|9|12|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Apodos o chistes ofensivos|2|3|4|5|6|7|8|9|#NULL!|10|11|12|Maestro o Maestra|2|3|4|5|6|7|8|Sí|Sí|Sí|Falso|Falso|Falso|Verdadero|Falso|#NULL!|Muy de acuerdo|Muy de acuerdo|De acuerdo|Muy de acuerdo|Muy de acuerdo|Más o menos de acuerdo|Más o menos de acuerdo|Más o menos de acuerdo|De acuerdo|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|#NULL!|Algunas veces|Algunas veces|Siempre|Siempre|Siempre|Siempre|Algunas veces|Algunas veces|Siempre|Algunas veces|Siempre|Realizo la denuncia|Convivencia pacífica maestros estudiantes padres de familia y plantel administrativo|Aleja de grupo /aisla|4|0|0|0|Acudir a las Autoridades|0|0|Denunciar / Denunciar a Instancias correspondientes|0|0|N/A|F Globales|40|88.888889|Muy alto|2|3|3|3|2|73.333333|Positiva|3|3|3|3|3|3|3|3|3|0|2|3|3|3|3|2|2|3|2|3|27|40.298507|Más o menos adecuadas|Inicial
68|1-Jul-21|Hombre|35|1|República del Japón B|Republica de japon|1|1|1|Presidenta de la unidad educativa|1|La Paz|0|0|20105. El Alto|0|0|El Alto|Prevención de la violencia hacía los niños, niñas y adolescentes|#NULL!|3|6|#NULL!|9|11|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|No|No|Sí|Sí|No|Sí|Sí|Sí|No|Sí|Apodos o chistes ofensivos|2|3|5|6|7|9|#NULL!|10|11|12|#NULL!|#NULL!|Maestro o Maestra|3|4|5|6|7|8|#NULL!|Sí|Sí|Sí|Verdadero|Verdadero|Falso|Verdadero|Falso|#NULL!|Muy de acuerdo|De acuerdo|De acuerdo|Muy de acuerdo|Muy de acuerdo|De acuerdo|Muy de acuerdo|De acuerdo|De acuerdo|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|#NULL!|Siempre|Siempre|Siempre|Algunas veces|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Ver la situacion y tratar de aser las cosas como coresponde por que la ley es para todos siempre velando nuestros derechos de nuestros estudiantes|Estar siempre en contacto con nuestra niñes y juventud.para evitar la violencia como estrategia..juntamente con los padres de familia pero aveses vemos mas biolencia dentro el hogar mismo ?|Tristeza|3|4|9|0|Denunciar al Agresor|6|0|Denunciar / Denunciar a Instancias correspondientes|7|0|Aconsejan/ Hablan con NNA|NC Canada|35|77.777778|Alto|2|2|1|2|2|62.222222|Positiva|3|3|3|3|3|3|3|3|3|0|3|3|2|3|3|3|3|3|3|3|26|38.80597|Poco adecuadas|Inicial
69|1-Jul-21|Mujer|40|1|Nuevo Amanecer Fe y Alegria A|U.E. Nuevo Amanecer Fe y Alegria|4|4|4|Presidente|1|La Paz|0|0|20105. El Alto|0|0|El Alto|Prevención de la violencia hacía los niños, niñas y adolescentes|#NULL!|2|6|#NULL!|7|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|No|Sí|Sí|Sí|Sí|No|Sí|Sí|No|No|Apodos o chistes ofensivos|2|3|5|6|9|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Director/a|4|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|Sí|Falso|Verdadero|Falso|Verdadero|Falso|#NULL!|Muy de acuerdo|Muy de acuerdo|Muy en desacuerdo|Muy de acuerdo|Muy de acuerdo|Muy en desacuerdo|Muy en desacuerdo|Muy en desacuerdo|Muy en desacuerdo|Siempre|Nunca|Siempre|Siempre|Siempre|Siempre|Algunas veces|Siempre|Siempre|#NULL!|Algunas veces|Siempre|Algunas veces|Algunas veces|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Pasar un informe a director y sus superiores|Siempre estar en seguimiento y estar atento a cualquier maltrato|Miedo|11|0|0|0|Acudir a las Autoridades|0|0|Denunciar en el Colegio/ Dirección|0|0|Realizar Seguimiento / Coordinar|NC Canada|23|51.111111|Medio|5|5|5|5|5|100|Altamente positiva|3|1|3|3|3|3|2|3|3|0|3|2|2|3|3|3|3|3|3|3|29|43.283582|Más o menos adecuadas|Inicial
70|1-Jul-21|Mujer|30|1|Las Piedras|Las piedras pedro herrera|0|2|0|Presidente junta escolar|1|Pando|0|0|0|90301. Gonzalo Moreno|0|Gonzalo Moreno|Prevención de la violencia hacía los niños, niñas y adolescentes|#NULL!|2|3|5|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|Sí|Sí|Sí|No|Sí|No|Sí|No|Sí|Insultos|3|5|6|10|11|12|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Maestro o Maestra|3|4|5|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|Sí|Verdadero|Verdadero|Verdadero|Verdadero|Verdadero|#NULL!|Muy de acuerdo|Muy de acuerdo|Más o menos de acuerdo|Muy de acuerdo|Muy de acuerdo|De acuerdo|En desacuerdo|De acuerdo|En desacuerdo|Algunas veces|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Algunas veces|Nunca|#NULL!|Algunas veces|Algunas veces|Algunas veces|Algunas veces|Siempre|Algunas veces|Algunas veces|Algunas veces|Algunas veces|Algunas veces|Algunas veces|Denunciar a la autoridad competente|Talleres de orientacion a los estudiantes|Señales físicas (moretones, sangrado, etc)|0|0|0|0|Denunciar DNA|0|0|Denunciar / Denunciar a Instancias correspondientes|0|0|Talleres sobre Bulling/ violencia|NC Español|25|55.555556|Medio|3|2|4|2|4|77.777778|Positiva|2|3|3|3|3|3|3|2|1|0|2|2|2|3|2|2|2|2|2|2|37|55.223881|Más o menos adecuadas|Inicial
71|1-Jul-21|Mujer|28|1|Voces Libres|UNIDAD EDUCATIVA VOCES LIBRES|1|0|0|PRESIDENTE|1|Cochabamba|0|30101. Cochabamba (Cercado)|0|0|0|Cochabamba|Leyes o normas de prevención de la violencia|6|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|No|No|Sí|Sí|No|Sí|Sí|Sí|Sí|Sí|Amenazas|6|11|12|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Maestro o Maestra|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|Sí|Falso|Verdadero|Falso|Verdadero|Falso|#NULL!|Muy de acuerdo|Muy de acuerdo|Muy en desacuerdo|Muy de acuerdo|Muy de acuerdo|En desacuerdo|Muy en desacuerdo|Muy de acuerdo|Muy en desacuerdo|Siempre|Algunas veces|Siempre|Siempre|Siempre|Siempre|Nunca|Siempre|Siempre|#NULL!|Algunas veces|Algunas veces|Nunca|Algunas veces|Algunas veces|Siempre|Algunas veces|Siempre|Nunca|Siempre|Siempre|denunciar imendiatemente a todos las instancias|0|Callados|0|0|0|0|Proceso Judicial / Busco Justicia|12|0|Denunciar / Denunciar a Instancias correspondientes|0|0|NS/NR|Canada|22|48.888889|Medio|5|4|5|1|5|88.888889|Altamente positiva|3|2|3|3|3|3|1|3|3|0|2|1|2|2|3|2|3|1|3|3|35|52.238806|Más o menos adecuadas|Inicial
72|1-Jul-21|Mujer|45|1|18 de Marzo|"U.E. "" 18 de Marzo B "" secundaria tarde"|1|1|1|PRESIDENTE|1|Santa Cruz|0|0|0|0|70101. Santa Cruz de la Sierra|Santa Cruz de la Sierra|Prevención de la violencia hacía los niños, niñas y adolescentes|#NULL!|2|3|4|#NULL!|5|6|#NULL!|7|8|9|10|11|12|Sí|Sí|Sí|Sí|Sí|No|Sí|Sí|Sí|Sí|Sí|Apodos o chistes ofensivos|2|3|4|5|6|7|8|9|#NULL!|10|11|12|Maestro o Maestra|2|3|4|5|6|7|8|Sí|Sí|Sí|Verdadero|Verdadero|Falso|Verdadero|Falso|#NULL!|Muy de acuerdo|Muy de acuerdo|De acuerdo|Muy de acuerdo|Muy de acuerdo|Más o menos de acuerdo|Más o menos de acuerdo|Más o menos de acuerdo|Más o menos de acuerdo|Algunas veces|Algunas veces|Siempre|Siempre|Siempre|Siempre|Algunas veces|Siempre|Siempre|#NULL!|Siempre|Siempre|Siempre|Algunas veces|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Algunas veces|Denunciarlo|ATRAVES D TALLERES , CHARLAS CON RXPERTOS ENTENDIDOS EN LA MATERIA|Miedo|13|0|0|0|Proceso Judicial / Busco Justicia|0|0|Denunciar / Denunciar a Instancias correspondientes|0|0|Talleres sobre Bulling/ violencia|F Globales|39|86.666667|Muy alto|2|3|3|3|3|75.555556|Positiva|2|2|3|3|3|3|2|3|3|0|3|3|2|3|3|3|3|3|3|2|28|41.791045|Más o menos adecuadas|Inicial
73|2-Jul-21|Mujer|38|1|Akapana Fuerza Andina|U, E, Akapa Fuerza Andina|1|1|1|presidente|1|La Paz|0|0|20105. El Alto|0|0|El Alto|Violencia sexual|5|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|No|No|No|No|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Insultos|3|6|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Maestro o Maestra|2|3|4|8|#NULL!|#NULL!|#NULL!|Sí|Sí|Sí|Falso|Verdadero|Verdadero|Verdadero|Falso|#NULL!|Muy de acuerdo|Muy de acuerdo|De acuerdo|Muy de acuerdo|Muy de acuerdo|De acuerdo|De acuerdo|De acuerdo|De acuerdo|Siempre|Algunas veces|Siempre|Siempre|Algunas veces|Siempre|Siempre|Siempre|Algunas veces|#NULL!|Siempre|Siempre|Algunas veces|Siempre|Siempre|Algunas veces|Siempre|Siempre|Siempre|Siempre|Siempre|Denunciar|0|Timidez/Vergonzoso|4|6|0|0|Denunciar al Agresor|0|0|Denunciar / Denunciar a Instancias correspondientes|0|0|NS/NR|F Globales|23|51.111111|Medio|2|2|2|2|2|66.666667|Positiva|3|2|3|3|2|3|3|3|2|0|3|2|3|3|2|3|3|3|3|3|27|40.298507|Más o menos adecuadas|Inicial
74|2-Jul-21|Mujer|53|1|Juancito Pinto B|Juancito Pinto B|1|2|4|Presidente|1|Cochabamba|0|30101. Cochabamba (Cercado)|0|0|0|Cochabamba|Instituciones que protegen a niñas, niños y adolescentes|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Apodos o chistes ofensivos|2|3|4|5|6|7|8|9|#NULL!|10|11|12|Maestro o Maestra|2|3|4|5|6|7|8|Sí|Sí|Sí|Falso|Verdadero|Falso|Verdadero|Falso|#NULL!|Muy de acuerdo|De acuerdo|Muy en desacuerdo|De acuerdo|Muy de acuerdo|Muy en desacuerdo|Muy en desacuerdo|Más o menos de acuerdo|Muy en desacuerdo|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Algunas veces|Siempre|Siempre|#NULL!|Siempre|Algunas veces|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Denunciar ante las autoridades|Implementamos las brigadas familiar es y escolares|Miedo|0|0|0|0|Acudir a las Autoridades|0|0|Denunciar / Denunciar a Instancias correspondientes|0|0|Conformación de Brigadas|F Globales|38|84.444444|Muy alto|5|5|5|3|5|91.111111|Altamente positiva|3|3|3|3|3|3|2|3|3|0|2|3|3|3|3|3|3|3|3|3|25|37.313433|Poco adecuadas|Inicial
75|2-Jul-21|Mujer|34|1|San Andrés|San Andres|1|0|3|Presidente|1|Cochabamba|0|30101. Cochabamba (Cercado)|0|0|0|Cochabamba|Prevención de la violencia hacía los niños, niñas y adolescentes|#NULL!|2|4|#NULL!|6|#NULL!|9|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|Sí|Sí|Sí|No|Sí|Sí|Sí|Sí|Sí|Apodos o chistes ofensivos|3|6|8|9|#NULL!|10|11|12|#NULL!|#NULL!|#NULL!|#NULL!|Maestro o Maestra|3|4|5|6|8|#NULL!|#NULL!|Sí|Sí|Sí|Falso|Verdadero|Falso|Verdadero|Verdadero|#NULL!|Muy de acuerdo|Muy de acuerdo|Más o menos de acuerdo|Muy de acuerdo|Muy de acuerdo|Muy en desacuerdo|Más o menos de acuerdo|Más o menos de acuerdo|Más o menos de acuerdo|Algunas veces|Siempre|Algunas veces|Algunas veces|Siempre|Siempre|Algunas veces|Algunas veces|Siempre|#NULL!|Siempre|Algunas veces|Siempre|Algunas veces|Siempre|Siempre|Algunas veces|Siempre|Siempre|Siempre|Algunas veces|primeramente presentar una denuncia escrita al director de la violencia o maltrato por parte de un maestro y en caso que no de curso la denuncia el director se prosedera hacer la denuncia a la distrital, departameltal y nacional.|1.- tener talleres sobre violencia 2.-ayuda psicologica tanto para los padres y estudiantes|Aleja de grupo /aisla|11|0|0|0|Acudir a las Autoridades|12|0|Denunciar en el Colegio/ Dirección|3|4|Talleres sobre Bulling/ violencia|F Globales|33|73.333333|Alto|3|5|3|3|3|82.222222|Altamente positiva|2|3|2|2|3|3|2|2|3|0|2|3|2|3|3|2|3|3|3|2|35|52.238806|Más o menos adecuadas|Inicial
76|3-Jul-21|Mujer|40|1|Demetrio canelas|Demetrio  Canelas|1|1|1|Concejo  Educativo|5|Cochabamba|0|31602. Shinahota|0|0|0|Shinahota|Leyes o normas de prevención de la violencia|6|#NULL!|7|9|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|No|No|Sí|No|No|Sí|Sí|Sí|Sí|Sí|Sí|Insultos|3|6|11|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Maestro o Maestra|2|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|Sí|Verdadero|Verdadero|Falso|Verdadero|Falso|#NULL!|De acuerdo|De acuerdo|Más o menos de acuerdo|De acuerdo|De acuerdo|De acuerdo|Más o menos de acuerdo|De acuerdo|De acuerdo|Nunca|Nunca|Nunca|Algunas veces|Nunca|Nunca|Nunca|Nunca|Siempre|#NULL!|Algunas veces|Algunas veces|Algunas veces|Nunca|Algunas veces|Algunas veces|Algunas veces|Algunas veces|Algunas veces|Algunas veces|Algunas veces|Denunciar a las autoridades competentes|Planteo estrategias de prevencion de la violencia con talleres para niños niñas y adolescentes|Miedo|0|0|0|0|Justicia por mano propia/ Venganza|0|0|Denunciar / Denunciar a Instancias correspondientes|0|0|Talleres sobre Bulling/ violencia|Canada|19|42.222222|Medio|3|2|3|2|2|62.222222|Positiva|1|1|1|2|1|1|1|1|3|0|2|2|1|2|2|2|2|2|2|2|50|74.626866|Adecuadas|Inicial
77|5-Jul-21|Hombre|37|1|San Agustín  A|San agustin A-B|1|1|2|Presidente|1|La Paz|0|0|20105. El Alto|0|0|El Alto|Prevención de la violencia hacía los niños, niñas y adolescentes|#NULL!|2|3|4|#NULL!|5|6|#NULL!|7|8|9|10|11|12|Sí|Sí|Sí|Sí|Sí|No|Sí|Sí|Sí|Sí|Sí|Apodos o chistes ofensivos|2|3|4|5|6|8|9|#NULL!|10|11|12|#NULL!|Maestro o Maestra|2|3|4|5|6|7|8|Sí|Sí|Sí|Falso|Verdadero|Falso|Verdadero|Falso|#NULL!|Muy de acuerdo|Muy de acuerdo|Muy en desacuerdo|Muy de acuerdo|Muy de acuerdo|Muy en desacuerdo|Muy en desacuerdo|Muy en desacuerdo|Muy en desacuerdo|Siempre|Algunas veces|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|#NULL!|Siempre|Siempre|Siempre|Algunas veces|Siempre|Siempre|Siempre|Siempre|Algunas veces|Algunas veces|Siempre|Hablar averiguar y actuar|Seguridad policial y cámara de vigilancias|Miedo|0|0|0|0|Ayudarlo / Buscar Ayuda Psicológica|0|0|Buscar dialogo/ Habla con Maestro|3|7|Control en la UE|NC Canada|38|84.444444|Muy alto|5|5|5|5|5|100|Altamente positiva|3|2|3|3|3|3|3|3|3|0|3|3|2|3|3|3|3|2|2|3|29|43.283582|Más o menos adecuadas|Inicial
78|6-Jul-21|Mujer|47|1|Técnico Humanístico ivirgarzama|técnico humanístico ivirgarzama|4|4|4|presidente|1|Cochabamba|0|31205. Puerto Villarroel|0|0|0|Puerto Villarroel|Prevención de la violencia hacía los niños, niñas y adolescentes|#NULL!|2|3|5|9|11|12|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Apodos o chistes ofensivos|2|3|5|6|10|11|12|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Maestro o Maestra|3|4|5|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|Sí|Verdadero|Verdadero|Falso|Verdadero|Falso|#NULL!|Muy de acuerdo|De acuerdo|Muy de acuerdo|De acuerdo|De acuerdo|En desacuerdo|Muy en desacuerdo|Muy en desacuerdo|En desacuerdo|Algunas veces|Siempre|Siempre|Nunca|Nunca|Siempre|Algunas veces|Algunas veces|Algunas veces|#NULL!|Siempre|Siempre|Algunas veces|Siempre|Algunas veces|Siempre|Siempre|Algunas veces|Algunas veces|Siempre|Siempre|Denunciar|Siempre se debe coodinar|Miedo|0|0|0|0|Acudir a las Autoridades|0|0|Denunciar / Denunciar a Instancias correspondientes|0|0|Realizar Seguimiento / Coordinar|KOICA|29|64.444444|Alto|1|4|5|5|4|80|Positiva|2|3|3|1|1|3|2|2|2|0|3|2|3|2|3|3|2|2|3|3|35|52.238806|Más o menos adecuadas|Inicial
